LECROYWS452,17453,Waveform
Segments,1,SegmentSize,4998
Segment,TrigTime,TimeSinceSegment1
#1,17-Dec-2014 16:14:11,0                 
Time,Ampl
-1.57061e-007,0.966875
-1.56061e-007,1.01375
-1.55061e-007,1.01375
-1.54061e-007,0.95125
-1.53061e-007,0.998125
-1.52061e-007,0.935625
-1.51061e-007,0.966875
-1.50061e-007,0.92
-1.49061e-007,0.966875
-1.48061e-007,0.904375
-1.47061e-007,0.935625
-1.46061e-007,0.935625
-1.45061e-007,0.935625
-1.44061e-007,0.88875
-1.43061e-007,0.8575
-1.42061e-007,0.904375
-1.41061e-007,0.8575
-1.40061e-007,0.82625
-1.39061e-007,0.82625
-1.38061e-007,0.82625
-1.37061e-007,0.795
-1.36061e-007,0.795
-1.35061e-007,0.748125
-1.34061e-007,0.795
-1.33061e-007,0.7325
-1.32061e-007,0.685625
-1.31061e-007,0.67
-1.30061e-007,0.67
-1.29061e-007,0.623125
-1.28061e-007,0.591875
-1.27061e-007,0.6075
-1.26061e-007,0.560625
-1.25061e-007,0.57625
-1.24061e-007,0.529375
-1.23061e-007,0.545
-1.22061e-007,0.498125
-1.21061e-007,0.466875
-1.20061e-007,0.4825
-1.19061e-007,0.4825
-1.18061e-007,0.404375
-1.17061e-007,0.435625
-1.16061e-007,0.404375
-1.15061e-007,0.373125
-1.14061e-007,0.3575
-1.13061e-007,0.310625
-1.12061e-007,0.310625
-1.11061e-007,0.26375
-1.10061e-007,0.26375
-1.09061e-007,0.248125
-1.08061e-007,0.20125
-1.07061e-007,0.17
-1.06061e-007,0.185625
-1.05061e-007,0.13875
-1.04061e-007,0.1075
-1.03061e-007,0.045
-1.02061e-007,0.07625
-1.01061e-007,0.060625
-1.00061e-007,-0.001875
-9.9061e-008,-0.001875
-9.8061e-008,-0.04875
-9.7061e-008,-0.033125
-9.6061e-008,-0.095625
-9.5061e-008,-0.095625
-9.4061e-008,-0.11125
-9.3061e-008,-0.17375
-9.2061e-008,-0.17375
-9.1061e-008,-0.205
-9.0061e-008,-0.23625
-8.9061e-008,-0.2675
-8.8061e-008,-0.314375
-8.7061e-008,-0.29875
-8.6061e-008,-0.2675
-8.5061e-008,-0.408125
-8.4061e-008,-0.36125
