LECROYWS452,17453,Waveform
Segments,1,SegmentSize,4998
Segment,TrigTime,TimeSinceSegment1
#1,17-Dec-2014 16:10:27,0                 
Time,Ampl
-9.7826e-008,0.045
-9.6826e-008,0.1075
-9.5826e-008,0.1075
-9.4826e-008,0.13875
-9.3826e-008,0.17
-9.2826e-008,0.185625
-9.1826e-008,0.20125
-9.0826e-008,0.295
-8.9826e-008,0.310625
-8.8826e-008,0.279375
-8.7826e-008,0.3575
-8.6826e-008,0.3575
-8.5826e-008,0.373125
-8.4826e-008,0.404375
-8.3826e-008,0.435625
-8.2826e-008,0.42
-8.1826e-008,0.45125
-8.0826e-008,0.4825
-7.9826e-008,0.498125
-7.8826e-008,0.545
-7.7826e-008,0.57625
-7.6826e-008,0.560625
-7.5826e-008,0.63875
-7.4826e-008,0.591875
-7.3826e-008,0.654375
-7.2826e-008,0.685625
-7.1826e-008,0.623125
-7.0826e-008,0.716875
-6.9826e-008,0.70125
-6.8826e-008,0.748125
-6.7826e-008,0.779375
-6.6826e-008,0.810625
-6.5826e-008,0.795
-6.4826e-008,0.795
-6.3826e-008,0.8575
-6.2826e-008,0.8575
-6.1826e-008,0.841875
-6.0826e-008,0.92
-5.9826e-008,0.8575
-5.8826e-008,0.88875
-5.7826e-008,0.95125
-5.6826e-008,0.935625
-5.5826e-008,0.935625
-5.4826e-008,0.966875
-5.3826e-008,0.95125
-5.2826e-008,0.935625
-5.1826e-008,0.998125
-5.0826e-008,0.966875
-4.9826e-008,1.02937
-4.8826e-008,1.01375
-4.7826e-008,1.01375
-4.6826e-008,1.045
-4.5826e-008,1.045
-4.4826e-008,1.01375
-4.3826e-008,1.045
-4.2826e-008,1.07625
-4.1826e-008,1.045
-4.0826e-008,1.06062
-3.9826e-008,1.07625
-3.8826e-008,1.045
-3.7826e-008,1.07625
-3.6826e-008,1.045
-3.5826e-008,1.06062
-3.4826e-008,1.07625
-3.3826e-008,1.06062
-3.2826e-008,1.07625
-3.1826e-008,1.045
-3.0826e-008,1.06062
-2.9826e-008,1.045
-2.8826e-008,1.045
-2.7826e-008,1.045
-2.6826e-008,1.02937
-2.5826e-008,1.02937
-2.4826e-008,1.045
-2.3826e-008,1.045
-2.2826e-008,0.998125
-2.1826e-008,1.06062
-2.0826e-008,0.9825
-1.9826e-008,0.998125
-1.8826e-008,0.9825
-1.7826e-008,0.998125
-1.6826e-008,0.95125
-1.5826e-008,0.95125
-1.4826e-008,0.92
-1.3826e-008,0.935625
-1.2826e-008,0.935625
-1.1826e-008,0.873125
-1.0826e-008,0.904375
-9.826e-009,0.92
-8.826e-009,0.8575
-7.826e-009,0.8575
-6.826e-009,0.88875
-5.826e-009,0.76375
-4.826e-009,0.795
-3.826e-009,0.779375
-2.826e-009,0.76375
-1.826e-009,0.76375
-8.26e-010,0.748125
1.74e-010,0.685625
1.174e-009,0.70125
2.174e-009,0.70125
3.174e-009,0.63875
4.174e-009,0.57625
5.174e-009,0.591875
6.174e-009,0.57625
7.174e-009,0.57625
8.174e-009,0.545
9.174e-009,0.51375
1.0174e-008,0.498125
1.1174e-008,0.435625
1.2174e-008,0.435625
1.3174e-008,0.42
1.4174e-008,0.341875
1.5174e-008,0.3575
1.6174e-008,0.3575
1.7174e-008,0.310625
1.8174e-008,0.295
1.9174e-008,0.26375
2.0174e-008,0.2325
2.1174e-008,0.2325
2.2174e-008,0.185625
2.3174e-008,0.185625
2.4174e-008,0.13875
2.5174e-008,0.1075
2.6174e-008,0.1075
2.7174e-008,0.060625
2.8174e-008,0.060625
2.9174e-008,0.01375
3.0174e-008,0.01375
3.1174e-008,-0.0175
3.2174e-008,-0.0175
3.3174e-008,-0.064375
3.4174e-008,-0.095625
3.5174e-008,-0.11125
3.6174e-008,-0.11125
3.7174e-008,-0.126875
3.8174e-008,-0.189375
3.9174e-008,-0.23625
4.0174e-008,-0.23625
4.1174e-008,-0.29875
4.2174e-008,-0.2675
4.3174e-008,-0.33
4.4174e-008,-0.345625
4.5174e-008,-0.3925
4.6174e-008,-0.36125
4.7174e-008,-0.455
4.8174e-008,-0.439375
4.9174e-008,-0.48625
5.0174e-008,-0.470625
5.1174e-008,-0.5175
5.2174e-008,-0.5175
5.3174e-008,-0.54875
5.4174e-008,-0.595625
5.5174e-008,-0.58
5.6174e-008,-0.67375
5.7174e-008,-0.6425
5.8174e-008,-0.689375
5.9174e-008,-0.705
6.0174e-008,-0.689375
6.1174e-008,-0.720625
6.2174e-008,-0.73625
6.3174e-008,-0.7675
6.4174e-008,-0.783125
6.5174e-008,-0.7675
6.6174e-008,-0.83
6.7174e-008,-0.783125
6.8174e-008,-0.79875
6.9174e-008,-0.814375
7.0174e-008,-0.876875
7.1174e-008,-0.86125
7.2174e-008,-0.86125
7.3174e-008,-0.8925
7.4174e-008,-0.86125
7.5174e-008,-0.92375
7.6174e-008,-0.876875
7.7174e-008,-0.955
7.8174e-008,-0.92375
7.9174e-008,-0.955
8.0174e-008,-0.8925
8.1174e-008,-1.00188
8.2174e-008,-0.92375
8.3174e-008,-0.955
8.4174e-008,-0.98625
8.5174e-008,-0.955
8.6174e-008,-1.0175
8.7174e-008,-0.970625
8.8174e-008,-0.970625
8.9174e-008,-0.98625
9.0174e-008,-1.04875
9.1174e-008,-0.955
9.2174e-008,-1.0175
9.3174e-008,-1.0175
9.4174e-008,-0.98625
9.5174e-008,-1.0175
9.6174e-008,-1.0175
9.7174e-008,-1.0175
9.8174e-008,-1.0175
9.9174e-008,-0.98625
1.00174e-007,-1.00188
1.01174e-007,-0.955
1.02174e-007,-0.955
1.03174e-007,-0.955
1.04174e-007,-1.00188
1.05174e-007,-0.970625
1.06174e-007,-0.939375
1.07174e-007,-0.98625
1.08174e-007,-0.939375
1.09174e-007,-0.955
1.10174e-007,-0.908125
1.11174e-007,-0.92375
1.12174e-007,-0.92375
1.13174e-007,-0.876875
1.14174e-007,-0.92375
1.15174e-007,-0.845625
1.16174e-007,-0.86125
1.17174e-007,-0.83
1.18174e-007,-0.79875
1.19174e-007,-0.79875
1.20174e-007,-0.7675
1.21174e-007,-0.814375
1.22174e-007,-0.7675
1.23174e-007,-0.7675
1.24174e-007,-0.73625
1.25174e-007,-0.705
1.26174e-007,-0.720625
1.27174e-007,-0.6425
1.28174e-007,-0.689375
1.29174e-007,-0.595625
1.30174e-007,-0.6425
1.31174e-007,-0.626875
1.32174e-007,-0.54875
1.33174e-007,-0.61125
1.34174e-007,-0.58
1.35174e-007,-0.58
1.36174e-007,-0.5175
1.37174e-007,-0.54875
1.38174e-007,-0.533125
1.39174e-007,-0.470625
1.40174e-007,-0.48625
1.41174e-007,-0.408125
1.42174e-007,-0.408125
1.43174e-007,-0.3925
1.44174e-007,-0.33
1.45174e-007,-0.36125
1.46174e-007,-0.314375
1.47174e-007,-0.36125
1.48174e-007,-0.2675
1.49174e-007,-0.251875
1.50174e-007,-0.2675
1.51174e-007,-0.205
1.52174e-007,-0.189375
1.53174e-007,-0.17375
1.54174e-007,-0.126875
1.55174e-007,-0.095625
1.56174e-007,-0.08
1.57174e-007,-0.095625
1.58174e-007,-0.0175
1.59174e-007,0.029375
1.60174e-007,0.01375
1.61174e-007,0.029375
1.62174e-007,0.045
1.63174e-007,0.060625
1.64174e-007,0.1075
1.65174e-007,0.13875
1.66174e-007,0.154375
1.67174e-007,0.1075
1.68174e-007,0.20125
1.69174e-007,0.185625
1.70174e-007,0.2325
1.71174e-007,0.279375
1.72174e-007,0.279375
1.73174e-007,0.26375
1.74174e-007,0.295
1.75174e-007,0.32625
1.76174e-007,0.3575
1.77174e-007,0.310625
1.78174e-007,0.3575
1.79174e-007,0.38875
1.80174e-007,0.3575
1.81174e-007,0.42
1.82174e-007,0.42
1.83174e-007,0.466875
1.84174e-007,0.4825
1.85174e-007,0.4825
1.86174e-007,0.498125
1.87174e-007,0.545
1.88174e-007,0.545
1.89174e-007,0.545
1.90174e-007,0.560625
1.91174e-007,0.560625
1.92174e-007,0.6075
1.93174e-007,0.6075
1.94174e-007,0.63875
1.95174e-007,0.6075
1.96174e-007,0.67
1.97174e-007,0.654375
1.98174e-007,0.70125
1.99174e-007,0.7325
2.00174e-007,0.7325
2.01174e-007,0.7325
2.02174e-007,0.76375
2.03174e-007,0.748125
2.04174e-007,0.748125
2.05174e-007,0.76375
2.06174e-007,0.795
2.07174e-007,0.82625
2.08174e-007,0.7325
2.09174e-007,0.810625
2.10174e-007,0.810625
2.11174e-007,0.795
2.12174e-007,0.810625
2.13174e-007,0.795
2.14174e-007,0.82625
2.15174e-007,0.82625
2.16174e-007,0.8575
2.17174e-007,0.810625
2.18174e-007,0.810625
2.19174e-007,0.82625
2.20174e-007,0.82625
2.21174e-007,0.82625
2.22174e-007,0.795
2.23174e-007,0.82625
2.24174e-007,0.779375
2.25174e-007,0.795
2.26174e-007,0.795
2.27174e-007,0.82625
2.28174e-007,0.82625
2.29174e-007,0.795
2.30174e-007,0.82625
2.31174e-007,0.795
2.32174e-007,0.82625
2.33174e-007,0.82625
2.34174e-007,0.795
2.35174e-007,0.82625
2.36174e-007,0.82625
2.37174e-007,0.810625
2.38174e-007,0.795
2.39174e-007,0.810625
2.40174e-007,0.810625
2.41174e-007,0.810625
2.42174e-007,0.795
2.43174e-007,0.7325
2.44174e-007,0.795
2.45174e-007,0.76375
2.46174e-007,0.7325
2.47174e-007,0.7325
2.48174e-007,0.7325
2.49174e-007,0.70125
2.50174e-007,0.7325
2.51174e-007,0.67
2.52174e-007,0.654375
2.53174e-007,0.654375
2.54174e-007,0.685625
2.55174e-007,0.6075
2.56174e-007,0.6075
2.57174e-007,0.57625
2.58174e-007,0.545
2.59174e-007,0.529375
2.60174e-007,0.529375
2.61174e-007,0.498125
2.62174e-007,0.4825
2.63174e-007,0.42
2.64174e-007,0.45125
2.65174e-007,0.45125
2.66174e-007,0.45125
2.67174e-007,0.3575
2.68174e-007,0.404375
2.69174e-007,0.3575
2.70174e-007,0.38875
2.71174e-007,0.32625
2.72174e-007,0.295
2.73174e-007,0.310625
2.74174e-007,0.32625
2.75174e-007,0.310625
2.76174e-007,0.26375
2.77174e-007,0.26375
2.78174e-007,0.26375
2.79174e-007,0.2325
2.80174e-007,0.2325
2.81174e-007,0.26375
2.82174e-007,0.17
2.83174e-007,0.185625
2.84174e-007,0.154375
2.85174e-007,0.20125
2.86174e-007,0.13875
2.87174e-007,0.13875
2.88174e-007,0.13875
2.89174e-007,0.123125
2.90174e-007,0.091875
2.91174e-007,0.07625
2.92174e-007,0.060625
2.93174e-007,0.029375
2.94174e-007,0.01375
2.95174e-007,0.029375
2.96174e-007,-0.001875
2.97174e-007,-0.08
2.98174e-007,-0.08
2.99174e-007,-0.064375
3.00174e-007,-0.1425
3.01174e-007,-0.126875
3.02174e-007,-0.205
3.03174e-007,-0.189375
3.04174e-007,-0.251875
3.05174e-007,-0.23625
3.06174e-007,-0.2675
3.07174e-007,-0.2675
3.08174e-007,-0.345625
3.09174e-007,-0.376875
3.10174e-007,-0.36125
3.11174e-007,-0.33
3.12174e-007,-0.42375
3.13174e-007,-0.3925
3.14174e-007,-0.439375
3.15174e-007,-0.408125
3.16174e-007,-0.3925
3.17174e-007,-0.455
3.18174e-007,-0.42375
3.19174e-007,-0.48625
3.20174e-007,-0.48625
3.21174e-007,-0.455
3.22174e-007,-0.455
3.23174e-007,-0.470625
3.24174e-007,-0.48625
3.25174e-007,-0.42375
3.26174e-007,-0.48625
3.27174e-007,-0.501875
3.28174e-007,-0.470625
3.29174e-007,-0.5175
3.30174e-007,-0.470625
3.31174e-007,-0.470625
3.32174e-007,-0.5175
3.33174e-007,-0.5175
3.34174e-007,-0.48625
3.35174e-007,-0.501875
3.36174e-007,-0.5175
3.37174e-007,-0.48625
3.38174e-007,-0.54875
3.39174e-007,-0.54875
3.40174e-007,-0.564375
3.41174e-007,-0.54875
3.42174e-007,-0.595625
3.43174e-007,-0.626875
3.44174e-007,-0.6425
3.45174e-007,-0.61125
3.46174e-007,-0.689375
3.47174e-007,-0.6425
3.48174e-007,-0.6425
3.49174e-007,-0.720625
3.50174e-007,-0.705
3.51174e-007,-0.720625
3.52174e-007,-0.73625
3.53174e-007,-0.79875
3.54174e-007,-0.751875
3.55174e-007,-0.7675
3.56174e-007,-0.7675
3.57174e-007,-0.79875
3.58174e-007,-0.720625
3.59174e-007,-0.814375
3.60174e-007,-0.705
3.61174e-007,-0.73625
3.62174e-007,-0.720625
3.63174e-007,-0.73625
3.64174e-007,-0.67375
3.65174e-007,-0.73625
3.66174e-007,-0.7675
3.67174e-007,-0.689375
3.68174e-007,-0.67375
3.69174e-007,-0.751875
3.70174e-007,-0.6425
3.71174e-007,-0.6425
3.72174e-007,-0.6425
3.73174e-007,-0.564375
3.74174e-007,-0.595625
3.75174e-007,-0.595625
3.76174e-007,-0.54875
3.77174e-007,-0.564375
3.78174e-007,-0.54875
3.79174e-007,-0.54875
3.80174e-007,-0.533125
3.81174e-007,-0.48625
3.82174e-007,-0.533125
3.83174e-007,-0.501875
3.84174e-007,-0.5175
3.85174e-007,-0.48625
3.86174e-007,-0.5175
3.87174e-007,-0.470625
3.88174e-007,-0.48625
3.89174e-007,-0.48625
3.90174e-007,-0.48625
3.91174e-007,-0.470625
3.92174e-007,-0.48625
3.93174e-007,-0.501875
3.94174e-007,-0.470625
3.95174e-007,-0.5175
3.96174e-007,-0.501875
3.97174e-007,-0.501875
3.98174e-007,-0.48625
3.99174e-007,-0.439375
4.00174e-007,-0.455
4.01174e-007,-0.470625
4.02174e-007,-0.470625
4.03174e-007,-0.42375
4.04174e-007,-0.3925
4.05174e-007,-0.3925
4.06174e-007,-0.376875
4.07174e-007,-0.42375
4.08174e-007,-0.36125
4.09174e-007,-0.345625
4.10174e-007,-0.3925
4.11174e-007,-0.314375
4.12174e-007,-0.283125
4.13174e-007,-0.314375
4.14174e-007,-0.189375
4.15174e-007,-0.17375
4.16174e-007,-0.17375
4.17174e-007,-0.1425
4.18174e-007,-0.126875
4.19174e-007,-0.1425
4.20174e-007,-0.04875
4.21174e-007,-0.095625
4.22174e-007,-0.095625
4.23174e-007,-0.001875
4.24174e-007,-0.064375
4.25174e-007,0.029375
4.26174e-007,-0.001875
4.27174e-007,0.029375
4.28174e-007,0.045
4.29174e-007,0.07625
4.30174e-007,0.123125
4.31174e-007,0.1075
4.32174e-007,0.1075
4.33174e-007,0.17
4.34174e-007,0.123125
4.35174e-007,0.154375
4.36174e-007,0.123125
4.37174e-007,0.1075
4.38174e-007,0.17
4.39174e-007,0.123125
4.40174e-007,0.13875
4.41174e-007,0.154375
4.42174e-007,0.185625
4.43174e-007,0.20125
4.44174e-007,0.154375
4.45174e-007,0.20125
4.46174e-007,0.2325
4.47174e-007,0.17
4.48174e-007,0.2325
4.49174e-007,0.216875
4.50174e-007,0.216875
4.51174e-007,0.2325
4.52174e-007,0.248125
4.53174e-007,0.248125
4.54174e-007,0.295
4.55174e-007,0.310625
4.56174e-007,0.341875
4.57174e-007,0.341875
4.58174e-007,0.32625
4.59174e-007,0.38875
4.60174e-007,0.42
4.61174e-007,0.42
4.62174e-007,0.435625
4.63174e-007,0.435625
4.64174e-007,0.466875
4.65174e-007,0.498125
4.66174e-007,0.466875
4.67174e-007,0.498125
4.68174e-007,0.560625
4.69174e-007,0.498125
4.70174e-007,0.57625
4.71174e-007,0.6075
4.72174e-007,0.591875
4.73174e-007,0.57625
4.74174e-007,0.63875
4.75174e-007,0.6075
4.76174e-007,0.560625
4.77174e-007,0.623125
4.78174e-007,0.6075
4.79174e-007,0.591875
4.80174e-007,0.591875
4.81174e-007,0.591875
4.82174e-007,0.6075
4.83174e-007,0.6075
4.84174e-007,0.6075
4.85174e-007,0.591875
4.86174e-007,0.560625
4.87174e-007,0.6075
4.88174e-007,0.6075
4.89174e-007,0.591875
4.90174e-007,0.560625
4.91174e-007,0.545
4.92174e-007,0.51375
4.93174e-007,0.545
4.94174e-007,0.51375
4.95174e-007,0.545
4.96174e-007,0.498125
4.97174e-007,0.529375
4.98174e-007,0.545
4.99174e-007,0.529375
5.00174e-007,0.545
5.01174e-007,0.51375
5.02174e-007,0.498125
5.03174e-007,0.529375
5.04174e-007,0.529375
5.05174e-007,0.529375
5.06174e-007,0.51375
5.07174e-007,0.57625
5.08174e-007,0.545
5.09174e-007,0.560625
5.10174e-007,0.57625
5.11174e-007,0.545
5.12174e-007,0.591875
5.13174e-007,0.57625
5.14174e-007,0.57625
5.15174e-007,0.545
5.16174e-007,0.591875
5.17174e-007,0.529375
5.18174e-007,0.545
5.19174e-007,0.51375
5.20174e-007,0.545
5.21174e-007,0.529375
5.22174e-007,0.498125
5.23174e-007,0.529375
5.24174e-007,0.51375
5.25174e-007,0.51375
5.26174e-007,0.498125
5.27174e-007,0.4825
5.28174e-007,0.466875
5.29174e-007,0.435625
5.30174e-007,0.42
5.31174e-007,0.373125
5.32174e-007,0.38875
5.33174e-007,0.3575
5.34174e-007,0.3575
5.35174e-007,0.32625
5.36174e-007,0.310625
5.37174e-007,0.295
5.38174e-007,0.26375
5.39174e-007,0.248125
5.40174e-007,0.248125
5.41174e-007,0.2325
5.42174e-007,0.20125
5.43174e-007,0.26375
5.44174e-007,0.154375
5.45174e-007,0.17
5.46174e-007,0.17
5.47174e-007,0.13875
5.48174e-007,0.123125
5.49174e-007,0.123125
5.50174e-007,0.123125
5.51174e-007,0.123125
5.52174e-007,0.091875
5.53174e-007,0.123125
5.54174e-007,0.07625
5.55174e-007,0.123125
5.56174e-007,0.1075
5.57174e-007,0.091875
5.58174e-007,0.091875
5.59174e-007,0.045
5.60174e-007,0.07625
5.61174e-007,-0.001875
5.62174e-007,-0.001875
5.63174e-007,0.045
5.64174e-007,-0.0175
5.65174e-007,0.029375
5.66174e-007,-0.0175
5.67174e-007,-0.0175
5.68174e-007,-0.064375
5.69174e-007,-0.0175
5.70174e-007,-0.04875
5.71174e-007,-0.04875
5.72174e-007,-0.126875
5.73174e-007,-0.1425
5.74174e-007,-0.17375
5.75174e-007,-0.158125
5.76174e-007,-0.17375
5.77174e-007,-0.205
5.78174e-007,-0.205
5.79174e-007,-0.251875
5.80174e-007,-0.23625
5.81174e-007,-0.251875
5.82174e-007,-0.29875
5.83174e-007,-0.2675
5.84174e-007,-0.33
5.85174e-007,-0.33
5.86174e-007,-0.376875
5.87174e-007,-0.36125
5.88174e-007,-0.42375
5.89174e-007,-0.439375
5.90174e-007,-0.3925
5.91174e-007,-0.3925
5.92174e-007,-0.42375
5.93174e-007,-0.439375
5.94174e-007,-0.36125
5.95174e-007,-0.439375
5.96174e-007,-0.408125
5.97174e-007,-0.439375
5.98174e-007,-0.42375
5.99174e-007,-0.455
6.00174e-007,-0.455
6.01174e-007,-0.455
6.02174e-007,-0.455
6.03174e-007,-0.455
6.04174e-007,-0.48625
6.05174e-007,-0.470625
6.06174e-007,-0.455
6.07174e-007,-0.470625
6.08174e-007,-0.470625
6.09174e-007,-0.48625
6.10174e-007,-0.48625
6.11174e-007,-0.455
6.12174e-007,-0.501875
6.13174e-007,-0.439375
6.14174e-007,-0.5175
6.15174e-007,-0.501875
6.16174e-007,-0.470625
6.17174e-007,-0.533125
6.18174e-007,-0.501875
6.19174e-007,-0.501875
6.20174e-007,-0.5175
6.21174e-007,-0.48625
6.22174e-007,-0.5175
6.23174e-007,-0.5175
6.24174e-007,-0.48625
6.25174e-007,-0.533125
6.26174e-007,-0.5175
6.27174e-007,-0.5175
6.28174e-007,-0.54875
6.29174e-007,-0.54875
6.30174e-007,-0.54875
6.31174e-007,-0.58
6.32174e-007,-0.54875
6.33174e-007,-0.58
6.34174e-007,-0.5175
6.35174e-007,-0.5175
6.36174e-007,-0.564375
6.37174e-007,-0.533125
6.38174e-007,-0.5175
6.39174e-007,-0.5175
6.40174e-007,-0.48625
6.41174e-007,-0.5175
6.42174e-007,-0.501875
6.43174e-007,-0.48625
6.44174e-007,-0.48625
6.45174e-007,-0.501875
6.46174e-007,-0.470625
6.47174e-007,-0.48625
6.48174e-007,-0.455
6.49174e-007,-0.439375
6.50174e-007,-0.42375
6.51174e-007,-0.3925
6.52174e-007,-0.3925
6.53174e-007,-0.36125
6.54174e-007,-0.376875
6.55174e-007,-0.3925
6.56174e-007,-0.36125
6.57174e-007,-0.3925
6.58174e-007,-0.36125
6.59174e-007,-0.36125
6.60174e-007,-0.33
6.61174e-007,-0.376875
6.62174e-007,-0.314375
6.63174e-007,-0.345625
6.64174e-007,-0.29875
6.65174e-007,-0.283125
6.66174e-007,-0.251875
6.67174e-007,-0.345625
6.68174e-007,-0.251875
6.69174e-007,-0.220625
6.70174e-007,-0.2675
6.71174e-007,-0.220625
6.72174e-007,-0.251875
6.73174e-007,-0.23625
6.74174e-007,-0.205
6.75174e-007,-0.189375
6.76174e-007,-0.23625
6.77174e-007,-0.17375
6.78174e-007,-0.158125
6.79174e-007,-0.189375
6.80174e-007,-0.126875
6.81174e-007,-0.11125
6.82174e-007,-0.17375
6.83174e-007,-0.11125
6.84174e-007,-0.1425
6.85174e-007,-0.11125
6.86174e-007,-0.04875
6.87174e-007,-0.04875
6.88174e-007,-0.064375
6.89174e-007,-0.04875
6.90174e-007,-0.064375
6.91174e-007,-0.033125
